name,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki
Albus Percival Wulfric Brian Dumbledore,albus-dumbledore,{},,Half-blood,"The corpse of his sister, Ariana","Between 16 and 31 August 1881, Mould-on-the-Wold, England, Great Britain","30 June 1997 (aged 115), Astronomy Tower, Hogwarts Castle, Highlands, Scotland, Great Britain",Blue,"{""Percival Dumbledore (father) †"", ""Kendra Dumbledore (mother) †"", ""Aberforth Dumbledore (younger brother)"", ""Ariana Dumbledore (younger sister) †"", ""Aurelius Dumbledore (biological nephew)"", ""Honoria (aunt)"", ""Dumbledore family""}",Male,"Auburn (originally), Silver",5'11',Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/4/40/Albus_Dumbledore_%28HBP_promo%29_3.jpg,"{""Professor of Defence Against the Dark Arts at Hogwarts (1910s)"", ""Head of Transfiguration department (?-pre 1955)"", ""Columnist for Transfiguration Today (1926–?)"", ""Headmaster of Hogwarts (pre 1971–1997)"", ""Supreme Mugwump of the International Confederation of Wizards (?–1995)""}",Single,English,Phoenix,"{""Gellert Grindelwald (former lover) †""}",Fair,Human,"{""Prefect"", ""Head Boy"", ""Professor"", ""Head of Transfiguration (formerly)"", ""Headmaster"", ""Grand Sorcerer"", ""Supreme Mugwump (formerly)"", ""Chief Warlock""}","{""Unknown length, wood and core (formerly)"", ""15', Elder, Thestral tail hair core""}","175 lbs (formerly; 1932), 168 lbs (1997)",https://harrypotter.fandom.com/wiki/Albus_Dumbledore
Mr Dumbledore,albus-dumbledore-s-great-great-grandfather,{},,,,,In or before September 1927,,"{""Percival Dumbledore (great-grandson) †"", ""Honoria (possible great-granddaughter)"", ""Dumbledore family""}",Male,,,,,{},,English,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Albus_Dumbledore's_great-great-grandfather
Albus Dumbledore's great-great-grandfather's phoenix,albus-dumbledore-s-great-great-grandfather-s-phoenix,{},,,,,Immortal,Black,{},,,,,,{},,,,{},,Phoenix,{},{},,https://harrypotter.fandom.com/wiki/Albus_Dumbledore's_great-great-grandfather's_phoenix
Albus Severus Potter,albus-potter,"{""Al (by Harry Potter)"", ""Slytherin Squib (by Karl Jenkins)"", ""Ronald Weasley (under disguise of Polyjuice Potion)""}",,Half-blood,,Between 1 September 2005 and 31 August 2006 Great Britain,,Bright green,"{""Harry Potter (father)"", ""Ginevra Potter (née Weasley) (mother)"", ""James Potter II (older brother)"", ""Lily L. Potter (younger sister)"", ""William Weasley (maternal uncle)"", ""Charles Weasley (maternal uncle)"", ""Percy Weasley (maternal uncle)"", ""Fred Weasley (maternal uncle) †"", ""George Weasley (maternal uncle)"", ""Ronald Weasley (maternal uncle)"", ""Fleur Weasley (née Delacour) (maternal aunt by marriage)"", ""Audrey Weasley (maternal aunt by marriage)"", ""Angelina Weasley (née Johnson) (maternal aunt by marriage)"", ""Hermione Granger (maternal aunt by marriage)"", ""Padma Patil (maternal aunt by marriage in alternate timeline)"", ""Victoire Weasley (maternal first cousin)"", ""Dominique Weasley (maternal first cousin)"", ""Louis Weasley (maternal first cousin)"", ""Molly Weasley II (maternal first cousin)"", ""Lucy Weasley (maternal first cousin)"", ""Fred Weasley II (maternal first cousin)"", ""Roxanne Weasley (maternal first cousin)"", ""Rose Granger-Weasley (maternal first cousin)"", ""Hugo Granger-Weasley (maternal first cousin)"", ""Panju Weasley (maternal first cousin in alternate timeline)"", ""James Potter I (paternal grandfather) †"", ""Lily J. Potter (née Evans) (paternal grandmother) †"", ""Arthur Weasley (maternal grandfather)"", ""Molly Weasley (née Prewett) (maternal grandmother)"", ""Linfred of Stinchcombe (paternal ancestor) †"", ""Ignotus Peverell (paternal ancestor) †"", ""Paternal ancestor †"", ""Hardwin Potter (paternal ancestor) †"", ""Iolanthe Potter (née Peverell) (paternal ancestor) †"", ""Potter family"", ""Weasley family (maternal family)"", ""Evans family (paternal relatives)"", ""Prewett family (maternal relatives)"", ""Peverell family (paternal ancestors)"", ""House of Black (maternal ancestors)"", ""Flint family (maternal ancestors)"", ""Fleamont family (paternal ancestors)"", ""Yaxley family (maternal ancestors)""}",Male,Jet-black,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/e/e7/AlbusPotterWand.jpeg,{},Single,English,,"{""Delphini (former crush)""}",Light,Human,{},"{""Cherry, Unknown length and core""}",,https://harrypotter.fandom.com/wiki/Albus_Potter
Albus Potter's ferret,albus-potter-s-ferret,{},,,,2017 or earlier,,,{},,Grey and black,,,https://static.wikia.nocookie.net/harrypotter/images/0/04/Ferret.jpg,{},,,,{},,Ferret,{},{},,https://harrypotter.fandom.com/wiki/Albus_Potter's_ferret
Albus Potter's owl,albus-potter-s-owl,{},,,,Before 2017,,,{},,,,,,{},,,,{},,Owl,{},{},,https://harrypotter.fandom.com/wiki/Albus_Potter's_owl
Alderton,alderton,{},,"Muggle-born (as determined by the Muggle-Born Registration Commission), Half-blood (claimed)",,,,,"{""William Alderton (claimed father)"", ""Arkie Alderton (possible relative)"", ""Alderton (possible relative)"", ""Archibald Alderton (possible relative)"", ""Alderton family""}",Male,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/d/da/Alderton.jpg,{},,British,,{},Pale,Human,{},{},,https://harrypotter.fandom.com/wiki/Alderton
Alec Webb,alec-webb,{},,Muggle,,,,,{},Male,,,,,"{""Concert director""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alec_Webb
Alecto Carrow,alecto-carrow,{},,Pure-blood or half-blood,,"Before 1981, Great Britain",,,"{""Amycus Carrow (brother)"", ""Carrow (possible relative)"", ""Flora Carrow (likely)"", ""Hestia Carrow (likely)"", ""Carrow family""}",Female,,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/2/25/Alecto-DH2.jpg,"{""Professor of Muggle Studies at Hogwarts (1997—1998)"", ""Deputy Headmistress at Hogwarts (1997—1998)""}",,British or Irish,None,{},,Human,"{""Professor""}","{""Unknown length, wood and core materials""}",,https://harrypotter.fandom.com/wiki/Alecto_Carrow
Alejandra Alonso,alejandra-alonso,{},,,,After 1976,,,{},Female,,,,,"{""Chaser for the Brazilian National Quidditch team""}",,Brazilian,,{},,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Alejandra_Alonso
Alex Sykes,alex-sykes-i,{},,,,Between 1 September 1975 and 31 August 1978,,,"{""Alex Sykes (II) (possibly)"", ""Jocunda Sykes (possibly)"", ""Sykes family""}",Male,,,,,{},,British or Irish,,{},,Human,"{""Prefect""}",{},,https://harrypotter.fandom.com/wiki/Alex_Sykes_(I)
Alex Sykes,alex-sykes-ii,{},,,,31 August 1985 or earlier,,,"{""Jocunda Sykes (possibly)"", ""Alex Sykes (I) (possibly)"", ""Sykes family""}",Male,,,Slytherin,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alex_Sykes_(II)
Alex Wednesbury,alex-wednesbury,{},,,,"31 August 1982 or earlier,",,,{},Male,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alex_Wednesbury
Alexander Pope,alexander-pope,{},,Muggle,,"21 May, 1688","30 May, 1744 (aged 56)",,{},Male,,,,,"{""Poet""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alexander_Pope
Alexander William,alexander-william,{},,,,,,,{},Male,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alexander_William
Alexandra Ricketts,alexandra-ricketts,{},,,,Before 1890,,Brown,{},Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/2/22/Alexandra_Ricketts.jpeg,{},,Scottish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Alexandra_Ricketts
Alexandra Rokonski,alexandra-rokonski,{},,,,,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/6/66/Alexandra_Rokonski.jpg,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alexandra_Rokonski
Alexandra Walker,alexandra-walker,{},,,,,,,"{""Walker (possibly)""}",Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alexandra_Walker
Alexei Levski,alexei-levski,{},,,,"before 1977, Bulgaria (possibly)",,Green,"{""Bogomil Levski (son)"", ""Levski family""}",Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/2/2c/Alexei_Levski.png,"{""Chaser for the Bulgarian National Quidditch team (formerly)""}",,Bulgarian,,{},White,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Alexei_Levski
Alexia Walkin Black,alexia-walkin-black,{},,Pure-blood,,1800s-1810s (possibly),Before 1996,,"{""House of Black""}",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/5/52/Alexia_Walkin_Black.jpg,{},Single,,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Alexia_Walkin_Black
Alexis Marie,alexis-marie,{},,,,,,,"{""Gianna Marie (possibly)""}",Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alexis_Marie
Alfred,alfred,{},,,,Between 1926 and 1927,,Greenish blue,{},Male,Brown and white,,,https://static.wikia.nocookie.net/harrypotter/images/8/89/Alfred.jpg,{},,,,{},,Niffler,{},{},,https://harrypotter.fandom.com/wiki/Alfred
Alfred Cattermole,alfred-cattermole,{},,Half-blood or Squib,,c. Between 1987 and 1994 (possibly),,,"{""Reginald Cattermole (father)"", ""Mary Cattermole (mother)"", ""Maisie Cattermole (sister)"", ""Ellie Cattermole (sister)"", ""Paternal grandfather"", ""Maternal grandfather"", ""Maternal grandmother"", ""Cattermole family""}",Male,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alfred_Cattermole
Alfred Lawley,alfred-lawley,{},,,,,,,{},Male,,,,,"{""Herbologist""}",,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alfred_Lawley
Algie Longbottom,algie-longbottom,{},,,,,,,"{""Mr Longbottom (brother) †"", ""Enid Longbottom (wife)"", ""Augusta Longbottom (sister-in-law)"", ""Frank Longbottom (nephew)"", ""Alice Longbottom (niece-in-law)"", ""Neville Longbottom (great-nephew)"", ""Longbottom family""}",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/0c/PMFT_Algie_Longbottom.png,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Algie_Longbottom
Alguff the Awful,alguff-the-awful,{},,,,19th century or 20th century,,Brown,{},Male,Straw-coloured,,,https://static.wikia.nocookie.net/harrypotter/images/5/5c/Alguff_the_Awful.jpg,"{""Commercialist""}",,,,{},,Goblin,{},{},,https://harrypotter.fandom.com/wiki/Alguff_the_Awful
Ali Bashir,ali-bashir,{},,,,,,,{},Male,,,,,"{""Saleswizard""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ali_Bashir
Alice,alice,{},,,,Between 1 September 1979 and 31 August 1980,,Blue,{},Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/5/54/Girl_Behind_Neville.jpg,{},,British or Irish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Alice
Alice Longbottom,alice-longbottom,{},,Pure-blood,,,,,"{""Frank Longbottom (husband)"", ""Neville Longbottom (son)"", ""Mr Longbottom (father-in-law) †"", ""Augusta Longbottom (mother-in-law)"", ""Hannah Longbottom (née Abbott) (daughter-in-law)"", ""Longbottom family""}",Female,"Blonde (possibly; formerly), White",,,https://static.wikia.nocookie.net/harrypotter/images/c/c4/Order-of-the-phoenix-Alice.jpg,"{""Auror (formerly)""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alice_Longbottom
Midwife,alice-longbottom-s-midwife,{},,,,,,,{},,,,,,"{""Midwife""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alice_Longbottom's_midwife
Alice Tolipan,alice-tolipan-muggle,{},,Muggle,,,,,{},Female,,,,,"{""Musician""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alice_Tolipan_(Muggle)
Alice Tolipan,alice-tolipan-witch,{},,,,In or prior to 1984,,,{},Female,,,"Gryffindor, Hufflepuff, or Ravenclaw",,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alice_Tolipan_(witch)
Alicia Spinnet,alicia-spinnet,{},,Pure-blood or Half-blood (possibly),Lord Voldemort,Between 1 September 1977 and 31 August 1978,,,{},Female,,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/7/7a/Alicia_Spinnet.png,{},,British or Irish,,{},,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Alicia_Spinnet
Aliko Okoye,aliko-okoye,{},,,,"After 1976, Nigeria (possibly)",,,{},Female,,,,,"{""Beater for the Nigerian National Quidditch team""}",,Nigerian,,{},,Human,"{""Beater""}",{},,https://harrypotter.fandom.com/wiki/Aliko_Okoye
Alison Denbright,alison-denbright,{},,,,,,,"{""Jason Denbright (unknown)""}",Female,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alison_Denbright
Alison Denshaw,alison-denshaw,{},,,,31 August 1982 or earlier,,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alison_Denshaw
Alistair Ballcocke,alistair-ballcocke,{},,,,,,,"{""Alistaire Ballcocke (possibly)""}",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/5/57/Alistair_Ballcocke.jpg,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alistair_Ballcocke
Alistair Darling,alistair-darling,{},,,,,,,{},Male,,,,,"{""Chancellor of the Exchequer""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alistair_Darling
Alistair Fidgen,alistair-fidgen,"{""Old Al (by Jae Kim)""}",,,,,,,{},Male,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/5/51/Alistair_Fidgen.jpg,{},,British,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Alistair_Fidgen
Alistair Thaxted,alistair-thaxted,{},,,,31 August 1982 or earlier,,,{},Male,,,Hufflepuff,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alistair_Thaxted
Alistaire Ballcocke,alistaire-ballcocke,{},,,,,,,"{""Alistair Ballcocke (possibly)""}",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/00/AlistaireBallcockeMap.jpg,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alistaire_Ballcocke
Allison Barnes,allison-barnes,{},,,,31 August 1982 or earlier,,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Allison_Barnes
Alma,alma,{},,,,Between 1 September 1991 and 31 August 1998,,Purple,{},Female,"Black (formerly), Blue and pink",,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/7/70/Alma2_HPMA_1222.jpg,{},,British or Irish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Alma
Almeric Sawbridge,almeric-sawbridge,{},,,,1602,1699 (aged 96-97),Brown,{},Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/c/c7/Sawbridge.jpg,"{""Troll hunter""}",,British,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Almeric_Sawbridge
Alonzo Zema,alonzo-zema,{},,No-Maj,,,,,{},Male,,,,,"{""Shop owner""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alonzo_Zema
Alphard Black,alphard-black,{},,Pure-blood,,Between 1925 and 1938; Great Britain,Between 3 November 1976 and 3 November 1977 (aged 38–52),,"{""Pollux Black (father) †"", ""Irma Black (née Crabbe) (mother)"", ""Walburga Black (older sister) †"", ""Cygnus Black III (younger brother) †"", ""Orion Black (brother-in-law/paternal second cousin) †"", ""Druella Black (née Rosier) (sister-in-law) †"", ""Bellatrix Lestrange (née Black) (niece) †"", ""Andromeda Tonks (née Black) (niece)"", ""Narcissa Malfoy (née Black) (niece)"", ""Sirius Black (nephew/second cousin once removed) †"", ""Regulus Black (nephew/second cousin once removed) †"", ""Cassiopeia Black (paternal aunt) †"", ""Marius Black (paternal uncle)"", ""Dorea Potter (née Black) (paternal aunt) †"", ""Charlus Potter (paternal uncle by marriage) †"", ""Dorea Potter's son (paternal cousin) †"", ""Cygnus Black II (paternal grandfather) †"", ""Violetta Black (née Bulstrode) (paternal grandmother)"", ""House of Black"", ""Crabbe family (maternal family)"", ""Bulstrode family (paternal relatives)""}",Male,,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/9/9f/UncleAlphard.png,{},,British,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Alphard_Black
Althea Twiddle,althea-twiddle,{},,,,before 1890,,Grey,"{""Greville Twiddle (husband) †""}",Female,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/1/1a/Althea_Twiddle_HL.png,{},Widowed,,,"{""Greville Twiddle (husband) †""}",Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Althea_Twiddle
Altheda,altheda,{},,,,,,,{},Female,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/0/03/Altheda.jpg,{},,,,{},White,Human,{},"{""Unknown length, wood and core, taken away by an evil sorcerer""}",,https://harrypotter.fandom.com/wiki/Altheda
Alvin Simmons,alvin-simmons,{},,No-Maj,,,,,{},Male,,,,,"{""Theatre director""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Alvin_Simmons
Alys,alys,{},,,,Between 1 September 1984 and 31 August 1985,,,{},Female,Blonde,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/7/74/Alys_1.jpg,{},,British or Irish,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Alys
Amali,amali,{},,,,,,,"{""Daughter""}",Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Amali
Amali's daughter,amali-s-daughter,{},,,,,,,"{""Amali (mother)""}",Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Amali's_daughter
Amanda,amanda,{},,,,between 1 September 1979 and 31 August 1980,,,{},Female,Brown,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/1/17/Amanda4.jpg,{},,British or Irish,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Amanda
Amanda Pettet,amanda-pettet,{},,Muggle,,In or prior to 1977,,,{},Female,,,,,"{""Reporter for the Daily Express""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Amanda_Pettet
Amarillo Lestoat,amarillo-lestoat,{},,,,"1776, United States of America",1977 (aged 200 - 201),,{},Male,Blond,,,https://static.wikia.nocookie.net/harrypotter/images/4/4c/AmarilloLestoat.png,"{""Author""}",,American,,{},Pale,Vampire,{},{},,https://harrypotter.fandom.com/wiki/Amarillo_Lestoat
Amata,amata,{},,,,,,,"{""Sir Luckless (husband)""}",Female,Blonde and wavy,,,https://static.wikia.nocookie.net/harrypotter/images/4/46/Amata.jpg,{},Married,,,"{""Lover (formerly)"", ""Sir Luckless (husband)""}",White,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Amata
Amata's lover,amata-s-lover,{},,,,,,,{},Male,,,,,{},,,,"{""Amata (formerly)""}",,Human,{},{},,https://harrypotter.fandom.com/wiki/Amata's_lover
Amber Noel,amber-noel,{},,,,,,,"{""Phelan Noel (possibly)""}",Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Amber_Noel
Ambrose Turner,ambrose-turner,{},Butterfly,,,,Between 1996 and 2009,Brown,"{""Lottie Turner (daughter)"", ""Marcus Turner (possibly)"", ""Darrel Turner (possibly)"", ""Turner family""}",Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/3/30/Lottie_Turner%27s_father_MA.png,"{""Artist""}",,,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Ambrose_Turner
Ambrosius Flume,ambrosius-flume,{},,,,between 1914 and 1970,,,"{""Mrs Flume (wife)""}",Male,Bald,,,https://static.wikia.nocookie.net/harrypotter/images/2/2c/Ambrosius_Flume.jpg,"{""Co-owner of Honeydukes""}",Married,British or Irish,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Ambrosius_Flume
Mrs Flume,ambrosius-flume-s-wife,{},,,,Before 1973 (most likely),,,"{""Ambrosius Flume (husband)""}",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/9/99/Mrs_Flume.jpg,"{""Co-owner of Honeydukes""}",Married,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ambrosius_Flume's_wife
Amelia Susan Bones,amelia-bones,{},,Pure-blood or half-blood,,Before 1973 (most likely),Between 8 July and 14 July 1996,,"{""Father †"", ""Mother †"", ""Edgar Bones (brother) †"", ""Sibling"", ""Sister-in-law †"", ""Susan Bones (niece)"", ""Nieces and nephews"", ""Bones family""}",Female,"Grey, short",,,https://static.wikia.nocookie.net/harrypotter/images/3/33/Amelia_Bones.jpg,"{""Head of the Department of Magical Law Enforcement"", ""Member of the Wizengamot""}",Single,British,,{},,Human,"{""Madam"", ""Interrogator""}",{},,https://harrypotter.fandom.com/wiki/Amelia_Bones
Amelia Bones's assistant,amelia-bones-s-assistant,{},,,,Before 1 September 1973 (most likely),,,{},Male,,,,,"{""Assistant to Amelia Bones in the Department of Magical Law Enforcement""}",,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Amelia_Bones's_assistant
Mr Bones,amelia-bones-s-father,{},,,,,"prior to 31 October, 1981",,"{""Wife †"", ""Amelia Bones (daughter) †"", ""Edgar Bones (son) †"", ""Daughter-in-law †"", ""Grandchildren †"", ""Susan Bones (granddaughter)"", ""Bones family""}",Male,,,Hufflepuff (likely),,{},Married,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Amelia_Bones's_father
Mrs Bones,amelia-bones-s-mother,{},,,,,Before or during 1981,,"{""Husband †"", ""Amelia Bones (daughter) †"", ""Edgar Bones (son) †"", ""Unknown daughter-in-law †"", ""Grandchildren †"", ""Susan Bones (granddaughter)"", ""Bones family""}",Female,,,Hufflepuff (likely),,{},Married,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Amelia_Bones's_mother
